,name,cupping,cupping_notes,decaf,description,flavors,link,origin,overall_score,process,site
62,Costa Rica Zarcero Finca Salaca,"{'Body': '9', 'Brightness': '8.3', 'Clean Cup': '8.5', 'Complexity': '8.5', 'Dry Fragrance': '8.3', 'Finish': '8.5', 'Flavor': '8.6', 'Sweetness': '8.5', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}","Finca Salaca is a balanced coffee with just enough nuance to make it interesting. Rustic raw sugar and vanilla melded well together in the dry fragrance of the City roast, while we encountered aromatics like red fruit, and dark cocoa in the Full City roast. The crust on the light roast demonstrated caramel and fruit sweetness, like caramel apple, flanked by hints of toasted nut, and a sweet herbal accent. The apple fruit notes come through in the cup too, and develops some blackberry hints as the coffee cools off some. The underlying flavors in the brew are defined by notes of molasses and burnt sugar, with bittersweet chocolate from middle to finish. This coffee from Finca Salaca has a creaminess in texture regardless of roast level, though bolstered quite a bit at Full City. Darker roasts are chocolatey at their center, with wisps of toffee almond, baker's chocolate, and a sweet smokey note in the finish. Finca Salaca is an approachable coffee that's well suited for almost any roast, and a nice Costa Rican espresso option as well!",False,"Finca Salaca is a balanced coffee with just enough nuance to make it interesting. Molasses, burnt sugar, bittersweet chocolate from middle to finish, hints of caramel apple and berry as it cools. City to Full City+. Good for espresso.","{'Berry': '1', 'Body': '4', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}",https://www.sweetmarias.com/costa-rica-zarcero-finca-salaca-7360.html,Costa Rica,87.3,Wet Process (Washed),SM
63,El Salvador Apaneca Finca Miravalle,"{'Body': '9', 'Brightness': '8.3', 'Clean Cup': '8.5', 'Complexity': '7.8', 'Dry Fragrance': '8.3', 'Finish': '8.3', 'Flavor': '8.5', 'Sweetness': '8.3', 'Uniformity': '8.5', 'Wet Aroma': '8.5'}","City+ is a good starting point for this coffee where bittering cocoa and nut tones are matched by a well-developed sweetness and inky body. The dry fragrance has a sweet cereal grain smell in lighter roasts, with more of a well developed cocoa scent at Full City, and aroma of toffee-coated nut lifted in the steam in all our roasts. There's a convergence of chocolate roast tones and brown sugars that will hold up to quite a dark roast level, and actually intensifies with deeper development. The middle roasts are very well-rounded (City+/Full City), with layers of cocoa, creamy hazelnut and cashew, and toasted sweetness in the aftertaste. As espresso, expect layers of cocoa and creamy nut flavors that make a lasting impression. An excellent option for milk drinks whether brewed coffee with cream, a latte, cappuccino and more.",False,"A convergence of cocoa roast flavors and brown sugar that holds up to dark roasting, layers of dark chocolate, creamy nut tones, and inky body. Great coffee for milk drinks too! City+ to Full City+. Good espresso.","{'Berry': '0', 'Body': '4', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '2.5', 'Rustic': '0', 'Spice': '0', 'Sugars': '2.5'}",https://www.sweetmarias.com/el-salvador-apaneca-finca-miravalle-7261.html,El Salvador,86.5,Wet Process (Washed),SM
64,El Salvador Comasagua San Antonio,"{'Body': '8.8', 'Brightness': '8.3', 'Clean Cup': '8.3', 'Complexity': '7.8', 'Dry Fragrance': '8.2', 'Finish': '8.2', 'Flavor': '8.3', 'Sweetness': '8.3', 'Uniformity': '8.3', 'Wet Aroma': '8.5'}","While the dry fragrance fell a little flat for us, the wet aromatics made up for it. Pouring hot water brought up sweet smells of caramel, light molasses, along with bits and pieces of candied nuts. The flavor profile of this lot reminded us of a honey process coffee. It presented milder acidity and big body, the underlying sweetness showing an unrefined rustic side, like molasses and date sugar. City+ roasts have toffee almond notes in the brew along with a savory hint of sesame tahini. There's also an acidic impression at this roast level that was missing at Full City, though still pleasantly mild. Full City roasts are full-on chocolate bittersweets, and reverberant low tones, with body so thick you could cut it with a knife (or cupping spoon!). A perfect Central American coffee option for milk drinks and espresso.",False,"Molasses, date sugar, bittersweet chocolate, toffee almond, and sesame hint. Darker roasts really bring out low tones and incredibly thick body. City+ to Full City+. Good for espresso.","{'Berry': '0', 'Body': '4', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '0.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '1', 'Spice': '0', 'Sugars': '2.5'}",https://www.sweetmarias.com/el-salvador-comasagua-san-antonio-7385.html,El Salvador,86,Machine Washed,SM
65,El Salvador Dry Process Finca San Luis,"{'Body': '9', 'Brightness': '8.2', 'Clean Cup': '7', 'Complexity': '9.5', 'Dry Fragrance': '8.6', 'Finish': '8.5', 'Flavor': '8.7', 'Sweetness': '8.7', 'Uniformity': '8', 'Wet Aroma': '8.8'}","This is a coffee for lovers of wild fruits, pulpy fermented flavors, and wine-like characteristics. The cup is exotic, to say the least, with intense cup flavors that are hard to miss. The dry fragrance reminds me of a lot of the anaerobic coffees I've cupped, with berry fruits that point to red wine, and berry balsamic reductions. The sweetness is what's intense in the wet aroma, and I find the winey fruits to me much more tame in this context, though still displaying apple cider, and cherry notes. The cup has pungent burnt sugar sweetness that provides a supporting backdrop to the wilder fruit top notes. As bittersweetness relents, fruits come to the forefront, like ripe pear, plum wine, blackberry liqueur. Not all of the fruits come with that fermented aroma, and I also pick up on a really interesting note of coconut water, and canned pineapple. But the rustic tones must be noted, and are a big part of what makes this dry process Central American coffee so unique. The texture is medium-bodied, which lends to a lingering finish that is rounded off by pleasant, bittersweet cocoa powder.",False,"Intense cup flavors are hard to miss, rustic cup character, pungent burnt sugars, fruited notes of ripe pear, plum and blackberry wines, coconut water, canned pineapple, and a bittersweet finish. City to Full City.","{'Berry': '3', 'Body': '5', 'Caramel': '2', 'Citrus': '1', 'Cocoa': '3', 'Floral': '0', 'Fruits': '3.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '2.5', 'Spice': '0', 'Sugars': '3'}",https://www.sweetmarias.com/el-salvador-dry-process-finca-san-luis-7263.html,El Salvador,87.5,Dry Process (Natural),SM
66,El Salvador Finca La Esperanza,"{'Body': '9', 'Brightness': '8.2', 'Clean Cup': '8.5', 'Complexity': '7.5', 'Dry Fragrance': '8', 'Finish': '8.2', 'Flavor': '8.5', 'Sweetness': '8.2', 'Uniformity': '9', 'Wet Aroma': '8.4'}","My first thought when cupping this lot from La Esperanza, is how nice the acidity is for a lower grown coffee. At City+ roast levels, there's a touch of vibrance in the cup that comes off like black tea, a welcome acidic impression, albeit subtler than a high grown Guatemalan coffee for example. This coffee tastes like it smells. From fragrance to cup, I get a sweetness that's like partially refined brown sugar and almond, and that come together in the cup like molasses nut loaf. Chocolate flavors are soft in light roasts, and I find the cup to be more about the interplay of raw sugar and roasted nut, with a hint of dried apple that plays well off acidity, and silky smooth body. Roasting into Full City+ is another story altogether. My dark roast was packed chocolate roast flavors, chocolatey, bittering but balanced, and with a walnut accent note in the finish. It's a real 'classic'-toned single origin espresso, dark cocoa flavors are sweetened by notes of almond milk, and toasted sugars, and creamy texture is super nice.",False,"Balanced cup flavors are sure to win favor, interplay of raw sugar and almond, creamy body and loaded with chocolate roast flavors. Acidity is mild, but tea-like, with a dried apple note adding to the effect. City+ to Full City+. Good for espresso.","{'Berry': '0', 'Body': '4', 'Caramel': '1.5', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '2', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}",https://www.sweetmarias.com/el-salvador-finca-la-esperanza-7258.html,El Salvador,86.5,Wet Process (Washed),SM
67,El Salvador Finca Miravalle Bourbon,"{'Body': '8.8', 'Brightness': '8.3', 'Clean Cup': '8.2', 'Complexity': '7.2', 'Dry Fragrance': '8.2', 'Finish': '8.2', 'Flavor': '8.5', 'Sweetness': '8.4', 'Uniformity': '9', 'Wet Aroma': '8.5'}","The dry fragrance has a sweet, cereal grain smell, like wheat flakes, with brown sugar. Aromatically speaking, this all bourbon coffee shows deeply sweet smells that are accented by creamy nut notes, coming together like toffee-coated nut, almond paste and the like. I'm struck by the balance in both my light and more developed Full City roasts. At City, the underlying flavors come off like brown/raw sugars and soft roasted nut tones. 'Chocolate' isn't really an adjective that comes to mind in really light roasts, however, 'acidity' is. The cup has a nice fruited aspect to it that's mouth refreshing and plays off the sweet flavors that anchor Miravalle's cup profile. At Full City, the cup offers caramelized sweetness and cocoa flavors, like chocolate-covered caramel candies. This lot makes a creamy espresso too, layers of bitter-to-sweet chocolate flavors, like dark truffle, nibs, and baking cocoa, are accented by a hint of candied anise seed in a very long aftertaste. ",False,"Well-balanced flavor profile, brown sugars, muted nut tones, bittersweet chocolate, a raisin accent. chocolate-covered caramel, and a fruited acidic impression lends to a mouth cleansing finish. City+ to Full City+. Good for espresso.","{'Berry': '1', 'Body': '3.5', 'Caramel': '3', 'Citrus': '1.5', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}",https://www.sweetmarias.com/el-salvador-finca-miravalle-bourbon-7000.html,El Salvador,86.3,Wet Process (Washed),SM
68,El Salvador Finca Miravalle Tabi,"{'Body': '9', 'Brightness': '8.5', 'Clean Cup': '8.5', 'Complexity': '7.5', 'Dry Fragrance': '8.2', 'Finish': '8.2', 'Flavor': '8.5', 'Sweetness': '8.3', 'Uniformity': '9', 'Wet Aroma': '8.5'}","City+ roasts have a fragrance of raw cane sugars in the dry grounds, with pleasant roast bittersweetness, and some tree nut, savory hints. Sweetness is intensified in the wet aroma, giving off a smell of buttery caramel, and balanced sweetness. City+ and Full City have a sweetness of simple raw sugars that counteracts a fair amount of roast bittering and helps to anchor the cup profile. There's a nice balance of core coffee flavors that opens up to muted accents of Dutch cocoa powder, Brazil nut, chocolate-covered raisin, and moderate acidity level that has a black tea aspect to it. In addition to producing a delicious ""daily drinker"" category of coffee, this Miravalle lot is a no-brainer for espresso use too. Ristretto shots promise a compact flavor profile of semi-sweet chocolate chips, flourless torte, and a silky textured liquor that seems to almost adhere the bittersweet chocolate flavors to your tongue so that you're still thinking about them long after you've finished your espresso.",False,"Raw sugar sweetness counteracts ample roast tones, notes of Dutch cocoa, Brazil nut, chocolate-covered raisin, flourless torte, moderate acidity level. City+ to Full City+. Good for espresso.","{'Berry': '0', 'Body': '4', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '2', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}",https://www.sweetmarias.com/el-salvador-finca-miravalle-tabi-7260.html,El Salvador,86.7,Wet Process (Washed),SM
69,El Salvador Santa Ana Pacamara,"{'Body': '8', 'Brightness': '8.8', 'Clean Cup': '9', 'Complexity': '8.7', 'Dry Fragrance': '8.6', 'Finish': '8.6', 'Flavor': '9', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}","Santa Ana Pacamara has a citrus-like brightness and complex tea flavors that shine in the cup, characteristics we found surprisingly tangy in lighter roasts, and one that sees a cap on my roast recommendation at City+. Don't get me wrong, this coffee's sweetness holds up to darker roasting too. So in those terms I don't think Full City roasts will disappoint folks looking for a clean, bittersweet cup. But the lighter roast development is where brighter flavor profiles match the lighter-bodied cup, aspects that are mostly lost at a darker roast shade. I pick up on a delightful sweetness at City roast level, the ground coffee giving off notes of honey butter, butterscotch, and chamomile. There are tart and tannic notes in the hot brewed coffee that remind me of black tea with lemon, a bittering matcha powder finishing note. The sweetness comes up as you move through the coffee, with a confectionary note of honey torrone, along with accents of golden raisin, and black tea (think brisk PG tips). A lemon flavor comes into view too, the citric spritz leaving its mark on the cup profile, and fading to a sweeter orange note in the aftertaste. This brisk flavor profile is conducive to pour over brewing, and while somewhat atypical for the origin, it's not unexpected from the Pacamara cultivar.",False,"Tart and tannic notes, honey sweetness, black tea with lemon, torrone confections, matcha powder bittering and sweet orange in the aftertaste. A light and bright profile lends itself to pour over brewing. City to City+.","{'Berry': '0', 'Body': '3', 'Caramel': '2', 'Citrus': '1.5', 'Cocoa': '0', 'Floral': '0', 'Fruits': '1.5', 'Honey': '3', 'Nuts': '0', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}",https://www.sweetmarias.com/el-salvador-santa-ana-pacamara-7358.html,El Salvador,87.6,Wet Process (Washed),SM
70,El Salvador Santa Ana Pacas,"{'Body': '9', 'Brightness': '8.2', 'Clean Cup': '8.5', 'Complexity': '7.5', 'Dry Fragrance': '8.4', 'Finish': '8.2', 'Flavor': '8.6', 'Sweetness': '8.4', 'Uniformity': '8.5', 'Wet Aroma': '8.5'}","This Pacas lot has all the tenets of a ""daily drinking"" category of coffee. The sweetness has elements of classic caramel candies, which pair well with hints of roasted nut, and the pungent dark chocolate roast flavors that flood the cup. The fragrance and aroma show a nutty sweetness like nuts candied with brown sugar, 'Pay Day' candybar (caramel and peanut), and something like chocolate-covered walnut in my darker, Full City roast. I've really enjoyed the rounded mouthfeel that comes with full immersion brewing, such as a French Press. At City+/Full City, thick body helps convey a creamy bittersweetness of caramel, and semi-sweet chocolate bar. The sweetness is accented by pistachio nut, that together come off like chewy torrone candy. Santa Ana Pacas makes a chocolatey single origin espresso too, promising hefty bittersweetness and velvety mouthfeel at Full City to Full City+ roast levels. The perfect espresso option for milk drinks, or to enjoy on its own!",False,"All the tenets of a ""daily drinking"" coffee, caramel chews, roasted almond and pistachio, torrone candy, pungent dark chocolate roast flavors, and velvety mouthfeel. City+ to Full City+. Good for espresso.","{'Berry': '0', 'Body': '4', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '0', 'Honey': '1', 'Nuts': '2', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}",https://www.sweetmarias.com/el-salvador-santa-ana-pacas-6998.html,El Salvador,86.8,Wet Process (Washed),SM
71,Ethiopia Agaro Duromina,"{'Body': '9', 'Brightness': '8.8', 'Clean Cup': '9', 'Complexity': '9.3', 'Dry Fragrance': '8.9', 'Finish': '9', 'Flavor': '9.2', 'Sweetness': '9', 'Uniformity': '8.7', 'Wet Aroma': '9.1'}","The dry fragrance is front-loaded with a layer of honey sweetness, assorted stone fruits, and spice smells. Adding the hot water brings up a scent of dark honey, and the wetted crust is saturated with simple brown sugar and stone fruit sweetness. The cup flavors echo the aromatics in multi-layered fruit tones, subtle floral hints, and unrefined sugar sweetness. City roasts make for the brightest cups, a somewhat soft lemon tea note cuts through the dense brown sugar and honey sweetness. Fruited flavors accent the base sweetness as the coffee cools, and my list included nectarine, orange marmalade, and a zesty citrus note too. A floral aroma is most prominent in light roasts and shows elements of floral peach, and also a rue herbal hint. Body is boosted with darker roasting, but Duromina showed tactile appeal at every roast level we tasted. City+ roasting brings out a somewhat subtle chocolate tone, and fruited flavors thankfully are not compromised, pointing to natural dried apricot and peach, and the Duromina's aromatic top notes flourish. The acidity level is moderate in comparison to some of the Yirga Cheffe's we've carried, but structuring none the less. Duromina is wonderful as SO espresso too, creamy in mouthfeel, and flavors of dried stone fruit and dark chocolate sauce are attention grabbing.",False,"Duromina yields a bodied cup with brown sugar and honey sweetness, accents of nectarine, orange marmalade, citrus zest, lemon tea, and aroma marked by floral peach and fresh rue. City to Full City. Good for espresso.","{'Berry': '1.5', 'Body': '4', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '3', 'Floral': '2', 'Fruits': '2.5', 'Honey': '3', 'Nuts': '0', 'Rustic': '0', 'Spice': '1', 'Sugars': '3'}",https://www.sweetmarias.com/ethiopia-agaro-duromina-7051.html,Ethiopia,90,Wet Process (Washed),SM
72,Ethiopia Agaro Kedamai,"{'Body': '9', 'Brightness': '8.7', 'Clean Cup': '8.5', 'Complexity': '9.3', 'Dry Fragrance': '9.1', 'Finish': '9', 'Flavor': '9.2', 'Sweetness': '9', 'Uniformity': '9', 'Wet Aroma': '9.2'}","Kedamai fits right in with our nicer Western Ethiopian coffees, a cup profile with transparent sweetness and marked by juicy stone fruit and subtle floral character too. City and City+ roasting showcase a peach juice aspect too that I think carries a bit more vibrance and 'pep' than some of the others. Aromatically speaking, Kedamai is marked by stone fruit and heady wafts of sugar browning sweetness, faint floral and mulling spice accents coming into view after pouring the hot water. In one sense the brewed coffee of Kedamai has a robust quality in terms of body and syrupy sweetness, but it also displays some delicate perfumed top notes too. The cooled cup offers glimpses of orange blossom florals and peach tea. I don't know what it is about the coffees from the West, but so many of them yield syrupy-sweet stone fruit flavors, and Kedami does just that, with notes of apricot nectar, and peach preserves. Sugar browning sweetness is stronger at City+, but thankfully does little to tone down the fruited intensity, and body seems a little more dense with this incremental degree of roast. I'm going to recommend keeping Kedamai light and bright for brewed coffee in order to keep from diminishing the perfumed qualities found at City and City+ roast levels. But for espresso, we found that Full City roasts are outta sight. Acidity is more moderate than some of our other Ethiopian coffees, and flavors of orange citrus fold in nicely with persistent bittersweet chocolate roast tones and stone fruit accents.",False,"Kedamai makes a syrupy sweet coffee with hefty stone fruit flavors like juicy apricot nectar, and peach preserves, aromatic mulling spices, delicate orange blossom, and a peach tea note. City to Full City. Good for espresso. ","{'Berry': '0', 'Body': '4', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '3', 'Floral': '2', 'Fruits': '2.5', 'Honey': '3', 'Nuts': '0', 'Rustic': '0', 'Spice': '2.5', 'Sugars': '3'}",https://www.sweetmarias.com/ethiopia-agaro-kedamai-7053.html,Ethiopia,91,Wet Process (Washed),SM
73,Ethiopia Agaro Kedamai Coop,"{'Body': '8.8', 'Brightness': '8.7', 'Clean Cup': '9', 'Complexity': '9.5', 'Dry Fragrance': '9.3', 'Finish': '9.5', 'Flavor': '9.5', 'Sweetness': '9', 'Uniformity': '8.3', 'Wet Aroma': '9.6'}","Kedamai fits right in with our nicest Western Ethiopian coffees, a cup profile with syrupy sweetness and juicy stone fruits, with subtle floral character too. City and City+ roasting showcase a peach juice aspect too that I think carries a bit more vibrance and 'pep' than some of the others, though that can be toned down with roast. Aromatically speaking, Kedamai is marked by stone fruits and fragrant dark honey sweetness. The fruited profile in the wet aroma gives off an orange glaze note, with cinnamon stick accents brought out in the steam. In one sense the brewed coffee of Kedamai has a robust quality in terms of body and syrupy sweetness, but it also displays some delicate perfumed top notes as well. The cooled cup offers glimpses of peach tea, and a mix of sweet baking spices in the nose. I don't know what it is about the coffees from the West, but so many of them yield syrupy-sweet stone fruit flavors, and Kedamai does just that, with notes of peach nectar, and dried apricot. Sugar browning sweetness is stronger at City+, but thankfully does little to tone down the fruited intensity, and body seems a little more dense with this incremental degree of roast. I'm going to recommend keeping Kedamai light and bright for brewed coffee in order to keep from diminishing the perfumed qualities found at City and City+ roast levels. But for espresso, we found that Full City roasts are outta sight. With darker roast development, the acidity is more moderate than some of our other Ethiopian coffees, and flavors of orange citrus fold in nicely with persistent bittersweet chocolate roast tones and stone fruit accents.",False,"Syrupy sweet coffee with fruited intensity too, flavors of stone fruit nectars, peach tea, and dried Turkish apricot, along with mulling spice and orange glaze aromatics, and clean fruited acidity. City to Full City. Good for espresso. ","{'Berry': '0', 'Body': '4', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '2', 'Floral': '2', 'Fruits': '2.5', 'Honey': '3', 'Nuts': '0', 'Rustic': '0', 'Spice': '3', 'Sugars': '2'}",https://www.sweetmarias.com/ethiopia-agaro-kedamai-coop-7293.html,Ethiopia,91.7,Wet Process (Washed),SM
74,Ethiopia Bensa Asefa Qonqana,"{'Body': '8.2', 'Brightness': '9', 'Clean Cup': '9', 'Complexity': '9.3', 'Dry Fragrance': '8.8', 'Finish': '9.2', 'Flavor': '9.3', 'Sweetness': '8.5', 'Uniformity': '8.2', 'Wet Aroma': '9'}","We recently roasted this Sidama lot from Qonqana for our Sweet Maria's coffee subscription and were taken by the elegance and sweetness found in a super light roast. When I say ""super light"", I don't mean undeveloped. But rather than waiting for 1st Cracks to come to a halt, try pulling the roast about a minute and a half after it commences (most certainly still snapping at this point). The light touch in the roaster really plays up the bright cup characteristics without sacrificing sweetness, and floral aromatics that we long for in Sidama coffees comes though nicely. I found the ground coffee showed a mild sweetness mostly, though I did pick up on fragrant sugars, and faint dried florals. Adding hot water brings out a touch of berry fruits, along with a crystalized sweetness of raw sugar, and now the profile is infused with perfumed, heady floral highlights. The floral notes impact the cup in a much bigger way, invoking pearl jasmine green tea. The green tea aspect is underscored by some tannic bittering in the aftertaste, that coupled with a lemon note, leaves behind a mouth cleansing sensation on the palate. I'm happy with the level of sweetness in light roasts too, and has the transparency of white sugar, or simple syrups. While not a fruit-forward cup by any stretch of the word, I do pick up on some mild fruit flavor notes as Qonqana cools off some, such as lychee jelly and fruit gum. Sure, my City+ roast was a little sweeter, but it lacked the dimension that I found in my lightest roasts.",False,"Keep it light and bright for an aromatic cup, with refined sugar sweetness, heady florals invoking jasmine pearl tea, and a tannic bittering/vibrant lemon note that lead to a mouth cleansing finish. City- to City.","{'Berry': '1', 'Body': '3', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '0', 'Floral': '2.5', 'Fruits': '2', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}",https://www.sweetmarias.com/ethiopia-bensa-asefa-qonqana-7080.html,Ethiopia,90.5,Wet Process (Washed),SM
75,Ethiopia Benti Nenka SWP Decaf,"{'Body': '8.7', 'Brightness': '8.2', 'Clean Cup': '8', 'Complexity': '9', 'Dry Fragrance': '8.6', 'Finish': '7.4', 'Flavor': '8.8', 'Sweetness': '8.5', 'Uniformity': '9.5', 'Wet Aroma': '8.7'}","The dry process cup flavors really come through strong in this Benti Nenka decaf. As pleased as we are with our decafs from Swiss, it's not very often that we are able to pinpoint origin so easily as we can with this coffee! It's so obviously Ethiopian right from the get go, with fruited notes in the fragrance and aroma, ranging from fruit tea, to berry, to natural dried peach. There are decaf flavor aspects too, sure. There's no escaping that with decaffeinated coffee, and they're the most noticeable when the coffee's cold. But the focus in the hot cup is on delicious jam and jelly bean like fruit flavors, strawberry, fruit punch, stone fruits, the decaf flavor notes seem mild in comparison, and pushed to the background. The profile has a sweet backdrop of rustic molasses and date sugar at City+, which helps tie things up nicely. Full City roasts show bold chocolate roast flavors that are delicious, and the coffee is still quite sweet. And while fruits are a bit more muted than my City+ roasts, a dark berry characteristic still has an anchoring presence in the coffee. ",True,"Decaf flavors are pushed to the background by delicious fruit notes of strawberry, fruit punch, stone fruits, fruit jam, and rustic sweetness of molasses and date sugar. Easy to pinpoint origin in this decaf! City to Full City.","{'Berry': '3', 'Body': '3.5', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '3', 'Floral': '0', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '2', 'Spice': '2', 'Sugars': '3'}",https://www.sweetmarias.com/ethipoia-benti-nenka-swp-decaf-7087.html,Ethiopia,88.4,Swiss Water Decaf,SM
76,Ethiopia Dry Process Benti Nenka,"{'Body': '9', 'Brightness': '8.8', 'Clean Cup': '8.3', 'Complexity': '9.5', 'Dry Fragrance': '9', 'Finish': '9.1', 'Flavor': '9.4', 'Sweetness': '9', 'Uniformity': '8.2', 'Wet Aroma': '9.2'}","The dry fragrance is very complex, and releases layers of red berry, baking spice, and sweetness of toasted marshmallow and pulpy fruits after grinding the coffee. Banana bread is a theme throughout this flavor profile. Adding hot water to the grounds, the wet aroma struck me as particularly clean for dry process coffee, not showing a whole lot of the rustic characteristics associated with this type of processing. The fact that it has intense Guji florals helps push this notion, and Benti Nenka produces a scent of tuberose, ripe red raspberry, peach jam, and the profile generally seems saturated with fruited sweetness. City roasts are floral in the cup as well, which adds a graceful side to the heavier fruit flavors. A perfumed star jasmine note is such a highlight and tough to ignore. The fruits find solid footing as well, but never feel like they're competing with the more delicate aspects of the cup. A flavor of ripe strawberry is delicious, and co-mingles with the floral bouquet nicely. As the coffee cools, the fruit flavors cover quite a bit of ground, with hints of raspberry preserves, stone fruit juice, cherry hard candy, watermelon, and a pulpy fruit aspect as well that brought to mind slightly fermented berry. My Full City roast was a little more rustic, though still delicious, with chocolate roast tones abound, blackberry fruit compote, banana bread, and cinnamon stick. All in all, this is a spectacular first dry process for us from the new harvest, and we'd count ourselves quite lucky if they all came in this nice!",False,"Fruits find solid footing alongside floral highlights, notes of strawberry, raspberry preserves, stone fruit juice, cherry candy, watermelon, fermented berry, fruit compote, star jasmine, and a whole lot more. City to Full City.","{'Berry': '3.5', 'Body': '4', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '2.5', 'Floral': '3', 'Fruits': '4', 'Honey': '0', 'Nuts': '0', 'Rustic': '2', 'Spice': '2', 'Sugars': '3'}",https://www.sweetmarias.com/ethiopia-dry-process-benti-nenka-7237.html,Ethiopia,92,Dry Process (Natural),SM
77,Ethiopia Dry Process Bombe Basha,"{'Body': '8.7', 'Brightness': '8.5', 'Clean Cup': '8.5', 'Complexity': '9.5', 'Dry Fragrance': '9', 'Finish': '9', 'Flavor': '9.3', 'Sweetness': '9', 'Uniformity': '8.5', 'Wet Aroma': '9.5'}","The dry fragrance is perfumed with sticky fruit notes of red berry and ripe tropical fruits, with a dense sweetness underneath that has appealing aspects of molasses. The wet aroma is quite fruited in light and middle roasts, with intense caramelized sugar sweetness, and a potent floral note when breaking through the crust. On first sip, the cup presents a delicious floral berry note, like blueberry at peak ripeness, with accent notes of concord grape, plum, and passion fruit backing it up. This dry process is as complex as any, and a jasmine-like floral aroma lends a 'cleanliness' to the cup profile, though it does yield a rustic side too. Regardless, I'd venture to say this is a much less polarizing dry process than most, and definitely one that you should show to that one friend who thinks all coffees taste the same! I tried roasting to Full City, but the bittering roast flavors overpowered the rest, and wasn't an enjoyable cup to me. I could see using a small amount of this coffee in a blend that you roast dark, as it will add body and bittersweetness, even a little fruit. But as straight brewed coffee, City to City+ is where it's at for me.",False,"Bombe Basha is a fruit forward dry process coffee accented by perfumed floral hints, flavors of juicy blueberry, concord grape, plum, passion fruit tropicals, and a malty note that comes off like peach infused beer. City to City+.","{'Berry': '3.5', 'Body': '3.5', 'Caramel': '2.5', 'Citrus': '2', 'Cocoa': '2', 'Floral': '2.5', 'Fruits': '4', 'Honey': '0', 'Nuts': '0', 'Rustic': '1', 'Spice': '1', 'Sugars': '3'}",https://www.sweetmarias.com/ethiopia-dry-process-bombe-basha-6985.html,Ethiopia,91,Dry Process (Natural),SM
